"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","GeneInfo","KO_terms","Pfam_domains"
"pdam_00011899",1.34227780904531,-25.7583753410016,4.70372218144695,-5.47616852087932,4.34633790694071e-08,1.39874871538069e-06,"pdam_00011899"," PLA2G1B: Phospholipase A2%2C major isoenzyme (Sus scrofa)","","PF00068"
"pdam_00024927",64.7903471317251,-22.7353452897068,1.67454172016784,-13.577055152396,5.47851902552899e-42,1.43913846651865e-38,"pdam_00024927"," NOTCH2: Neurogenic locus notch homolog protein 2 (Homo sapiens)","","PF00008, PF12661"
"pdam_00025232",13.2554741575113,-22.4528817618319,1.14705423294299,-19.5743855146453,2.55701989875941e-85,5.37357731724291e-81,"pdam_00025232"," Samd9l: Sterile alpha motif domain-containing protein 9-like (Mus musculus)","",""
"pdam_00013802",11.3959611808535,-21.5305511857349,1.85683998674141,-11.5952647182696,4.35516964088474e-31,5.38375823548193e-28,"pdam_00013802"," unknown function","","PF01852"
"pdam_00013803",9.15867600866809,-20.9984189883104,1.92677064536307,-10.8982452264595,1.17501465858022e-27,1.17585395476492e-24,"pdam_00013803"," unknown function","",""
"pdam_00022766",9.82318113287474,-20.9323850745384,1.28113012259026,-16.339000001199,5.21003944927556e-60,3.64963263421753e-56,"pdam_00022766"," unknown function","",""
"pdam_00024204",7.95587222739605,-20.8760110279657,1.27301136720963,-16.3989195742414,1.94669411525443e-60,2.04548884160359e-56,"pdam_00024204"," unknown function","",""
"pdam_00023343",2.79807385729438,-20.0069386335991,1.51671680911042,-13.1909520046353,9.8927985078294e-40,2.07897160642035e-36,"pdam_00023343"," unknown function","",""
"pdam_00025772",13.7895851607889,-18.2752770850574,2.35771004358821,-7.75128270533392,9.09689064060089e-15,1.20233431957376e-12,"pdam_00025772"," unknown function","",""
"pdam_00014678",11.2315417076662,-18.0499718904094,2.24506592046836,-8.03984049013753,8.99554922225934e-16,1.43213232504379e-13,"pdam_00014678"," unknown function","",""
"pdam_00024341",1.02755734223639,-17.5567388287617,2.15226177024778,-8.15734362402418,3.42473028970452e-16,5.94799231720169e-14,"pdam_00024341"," unknown function","","PF14529"
"pdam_00004728",0.892593852588152,-17.5357756778022,1.91914827884961,-9.13726983530089,6.40488143255539e-20,2.00893407918137e-17,"pdam_00004728"," unknown function","",""
"pdam_00025611",11.4338231819913,-17.3674951346432,2.44209412287082,-7.11172226000311,1.14603714679264e-12,1.07999868340122e-10,"pdam_00025611"," unknown function","",""
"pdam_00012240",1.60117072700874,-16.035046728125,2.06712910065801,-7.75715784902874,8.68538013713092e-15,1.1625685578459e-12,"pdam_00012240"," CML25: Probable calcium-binding protein CML25 (Arabidopsis thaliana)","","PF13202, PF13499"
"pdam_00002792",1.07859649806598,-14.8046702470386,2.38053092190383,-6.21906235739989,5.00134530299933e-10,2.64409854316592e-08,"pdam_00002792"," NPFFR2: Neuropeptide FF receptor 2 (Homo sapiens)","","PF00001"
"pdam_00021573",50.4134188280719,-9.85735681160143,1.05579876431658,-9.33639737491272,9.96677336187054e-21,3.61123693447775e-18,"pdam_00021573"," unknown function","",""
"pdam_00025776",257.944091939595,-9.71372002810072,0.977530600986236,-9.93699841038274,2.87355320541438e-23,1.50969301529458e-20,"pdam_00025776"," unknown function","",""
"pdam_00017465",114.754438418096,-9.63760668254564,0.962796715547354,-10.0100120066016,1.37735824010548e-23,7.82302254481534e-21,"pdam_00017465"," Tor1aip2: Torsin-1A-interacting protein 2 (Mus musculus)","K23001","PF05609"
"pdam_00015338",315.384104127999,-9.26289963614458,1.0778553707505,-8.59382426205746,8.41216500014455e-18,1.92153964650041e-15,"pdam_00015338"," GFP-like fluorescent chromoprotein amFP486 (Anemonia manjano)","","PF01353"
"pdam_00021572",26.3360473047346,-8.97266620010581,1.06649204904221,-8.41325184577229,3.98797447733051e-17,8.13662947971852e-15,"pdam_00021572"," unknown function","","PF04905"
"pdam_00019191",23.235365879023,-8.57978441101381,0.945141441380961,-9.07777824076547,1.108136578357e-19,3.27992819636231e-17,"pdam_00019191"," unknown function","",""
"pdam_00003314",36.6163601517752,-8.32438564579043,1.15788335076684,-7.18931284423203,6.51182132717584e-13,6.30626383366822e-11,"pdam_00003314"," DELTA-stichotoxin-Hmg2b (Heteractis magnifica)","","PF06369"
"pdam_00024926",55.4855100686907,-7.99234051257722,1.64349743332441,-4.86300760227572,1.15615404757506e-06,2.46996065738696e-05,"pdam_00024926"," Oit3: Oncoprotein-induced transcript 3 protein (Rattus norvegicus)","",""
"pdam_00000971",1065.94676901304,-7.97600315456784,1.10311222823073,-7.23045484443631,4.81379033756731e-13,4.84027770066876e-11,"pdam_00000971"," unknown function","","PF00030"
"pdam_00013941",316.215903369083,-7.82409020082652,0.694137105284423,-11.2716783777473,1.81084698691667e-29,2.11416385722521e-26,"pdam_00013941"," Matn2: Matrilin-2 (Mus musculus)","","PF00084, PF07645, PF12662, PF13927"
"pdam_00023628",22.701897052528,-7.77672713281833,0.98083462620705,-7.92868331218223,2.21481545449997e-15,3.32459619830835e-13,"pdam_00023628"," unknown function","",""
"pdam_00018708",397.51713820967,-7.62456594184192,1.25649045010008,-6.0681447608572,1.29396250631606e-09,6.00278632896955e-08,"pdam_00018708"," unknown function","",""
"pdam_00022278",269.834836738237,-7.57481117843052,0.586319198481461,-12.9192617230494,3.50488230020281e-38,6.69591832170565e-35,"pdam_00022278"," unknown function","",""
"pdam_00009530",15.1977202931631,-7.33521418599266,1.01538667639567,-7.22405991383551,5.04580095256504e-13,5.02547426626324e-11,"pdam_00009530"," unknown function","","PF13151"
"pdam_00019886",52.4078498932618,-7.31682496170342,0.903409578794232,-8.09912262771121,5.53569629151974e-16,9.232750600499e-14,"pdam_00019886"," unknown function","",""
"pdam_00004465",10.1959002670258,-7.31056649327939,0.998986766755858,-7.31798131522799,2.51728902577137e-13,2.67112537174166e-11,"pdam_00004465"," ANKRD39: Ankyrin repeat domain-containing protein 39 (Homo sapiens)","","PF13637"
"pdam_00004212",25.4289409578784,-7.22852768998176,0.975653298996773,-7.40891021166492,1.2734148086434e-13,1.43105947613054e-11,"pdam_00004212"," DDB_G0283145: Fido domain-containing protein DDB_G0283145 (Dictyostelium discoideum)","","PF026611"
"pdam_00024360",58.598953725227,-7.15666451424942,1.05854531049657,-6.76084853740663,1.37185882800578e-11,1.02232671172133e-09,"pdam_00024360"," ZNF862: Zinc finger protein 862 (Homo sapiens)","","PF14291"
"pdam_00025994",27.4770140359491,-7.15624952710839,0.972767380039594,-7.35658871169911,1.88669514710581e-13,2.07585856106955e-11,"pdam_00025994"," unknown function","",""
