"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","GeneInfo","KO_terms","Pfam_domains"
"pdam_00022198",133.404723331711,-5.13173768974897,0.370268915827636,-13.8594882540392,1.11466097957108e-43,2.38972167410243e-39,"pdam_00022198"," DD3-3: Protein DD3-3 (Dictyostelium discoideum)","",""
"pdam_00015159",104.159044620794,25.508017835958,1.88128798047211,13.5588055102317,7.02710990896258e-42,7.53271046691244e-38,"pdam_00015159"," unknown function","",""
"pdam_00006248",116.289611113482,-4.10801912554585,0.314564979309615,-13.0593657773406,5.61939799165641e-39,4.01580911810406e-35,"pdam_00006248"," unknown function","",""
"pdam_00015807",946.315106726909,-2.23936631640472,0.180799410457627,-12.3859160311231,3.11507563425843e-35,1.66960266307166e-31,"pdam_00015807"," HYDIN: Hydrocephalus-inducing protein homolog (Homo sapiens)","K17570",""
"pdam_00008831",1255.21394558966,1.45448637969279,0.11991956695275,12.1288495001476,7.42857450031758e-34,3.18522417424617e-30,"pdam_00008831"," LMAN2: Vesicular integral-membrane protein VIP36 (Canis lupus familiaris)","K10082","PF03388"
"pdam_00021841",216.504140870013,-2.67394940479146,0.226273024129749,-11.8173583222106,3.17512305765479e-32,1.13452438721768e-28,"pdam_00021841"," gk5: Putative glycerol kinase 5 (Danio rerio)","K19583","PF00370, PF02782"
"pdam_00010592",200.303456570174,-2.54743668063586,0.221111784070915,-11.521035350241,1.03361480762297e-30,3.16566683723268e-27,"pdam_00010592"," unknown function","",""
"pdam_00024174",84.7361886229917,-3.77312448595071,0.334873666078699,-11.2673072509201,1.90301040995301e-29,5.09983002237281e-26,"pdam_00024174"," unknown function","",""
"pdam_00023704",92.0510447667742,-4.12318806635874,0.382057522717719,-10.7920609363453,3.75277924108342e-27,8.93953712773195e-24,"pdam_00023704"," KIAA1958: Uncharacterized protein KIAA1958 (Homo sapiens)","","PF12012"
"pdam_00013474",91.4910011738186,-5.2930204423771,0.492107063669517,-10.7558310642981,5.5630277740576e-27,1.19265752448021e-23,"pdam_00013474"," BAN: Anthocyanidin reductase (Arabidopsis thaliana)","K08695","PF01073"
"pdam_00025367",31.4129015162251,23.7223716363444,2.24760777303231,10.5544979515442,4.84221202257659e-26,9.43747123200177e-23,"pdam_00025367"," shkA: Dual specificity protein kinase shkA (Dictyostelium discoideum)","","PF07714"
"pdam_00011632",857.191632406252,8.0688712357898,0.816612294622599,9.88090834404945,5.03741921784241e-23,8.99976921761029e-20,"pdam_00011632"," unknown function","","PF08030"
"pdam_00023218",166.360065156445,-4.08945547098711,0.417973113821374,-9.78401561191036,1.31872227138329e-22,2.1747759058605e-19,"pdam_00023218"," scara5: Scavenger receptor class A member 5 (Danio rerio)","","PF01391"
"pdam_00015134",1.44688730258057,-17.6520331665898,1.81587170639054,-9.72096933085505,2.45433789204801e-22,3.75846786197266e-19,"pdam_00015134"," unknown function","",""
"pdam_00013107",927.295228583409,1.30174953094277,0.136348242634635,9.54724098961067,1.33196189396581e-21,1.90372873631554e-18,"pdam_00013107"," Napb: Beta-soluble NSF attachment protein (Mus musculus)","K15296","PF14938"
"pdam_00018976",187.800438765422,4.53070452134651,0.478262599598418,9.47325700389452,2.71251242363152e-21,3.63459711563976e-18,"pdam_00018976"," unknown function","","PF07686"
"pdam_00023686",372.222493553249,1.33685598236464,0.145670530448826,9.17725759798941,4.42209506969024e-20,5.57678212935818e-17,"pdam_00023686"," Rnh1: Ribonuclease inhibitor (Rattus norvegicus)","","PF05729, PF13516"
"pdam_00012725",141.458615338029,-4.3175892481107,0.478045333144397,-9.03175692504154,1.68937340025239e-19,1.90623559621111e-16,"pdam_00012725"," RCHY1: RING finger and CHY zinc finger domain-containing protein 1 (Homo sapiens)","K10144","PF05495, PF139209"
"pdam_00014793",237.843311993382,-4.07771986415824,0.451458460601094,-9.03232571769497,1.68061334713547e-19,1.90623559621111e-16,"pdam_00014793"," fabG: 3-oxoacyl-[acyl-carrier-protein] reductase FabG (Staphylococcus epidermidis (strain ATCC 12228))","","PF00106, PF13561"
"pdam_00021936",8803.82134595685,4.52110953894123,0.502408205341885,8.99887679156166,2.28038657855658e-19,2.39507293649161e-16,"pdam_00021936"," unknown function","","PF01335"
