"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","GeneInfo","KO_terms","Pfam_domains"
"pdam_00004604",28.96973214856,3.198763110249,0.523609201714942,6.10906588305229,1.00215955326981e-09,1.16028601421074e-06,"pdam_00004604"," unknown function","",""
"pdam_00009540",1089.19777670614,3.03382542543911,0.226144795884416,13.4154111907564,4.91201076933349e-41,7.96187825601265e-37,"pdam_00009540"," Hlf: Hepatic leukemia factor (Rattus norvegicus)","K09057","PF07716"
"pdam_00002776",243.072388090172,3.01227549614697,0.263274649799897,11.441570612425,2.59151055344725e-30,2.10028972804132e-26,"pdam_00002776"," unknown function","",""
"pdam_00002777",125.596180657746,2.6892994978722,0.273116293631888,9.84671936672108,7.081784058445e-23,2.2957727560667e-19,"pdam_00002777"," Hey: Hairy/enhancer-of-split related with YRPW motif protein (Drosophila melanogaster)","K03730","PF00010, PF075277"
"pdam_00019416",28.4884125572999,2.45794681654015,0.663597726814279,3.70397112169141,0.000212250431686939,0.0309942995244468,"pdam_00019416"," Mrc2: C-type mannose receptor 2 (Mus musculus)","","PF00059"
"pdam_00017095",31.7921888773609,2.45267047173107,0.42305475493599,5.79752489037069,6.73007946408099e-09,6.81799112708054e-06,"pdam_00017095"," Faxc: Failed axon connections homolog (Rattus norvegicus)","","PF17171, PF17172, "
"pdam_00020672",625.686456725225,2.36553095132518,0.232599835991681,10.169959670177,2.70020446530247e-24,1.09419035445219e-20,"pdam_00020672"," unknown function","","PF01471, PF03734"
"pdam_00020671",2838.52573810862,2.34110350242875,0.291814998084072,8.02256058735634,1.03563289233093e-15,2.39808193597029e-12,"pdam_00020671"," unknown function","",""
"pdam_00015523",18.2511263366304,2.33222112313906,0.595138160136237,3.91878941623433,8.89948243154201e-05,0.0165806564060764,"pdam_00015523"," CKMT2: Creatine kinase S-type%2C mitochondrial (Oryctolagus cuniculus)","","PF00217, PF02807"
"pdam_00021043",22.5579298079187,2.11274384747967,0.47340906129685,4.46282933768115,8.08844735122216e-06,0.00273136756491583,"pdam_00021043"," yvmC: Cyclo(L-leucyl-L-leucyl) synthase (Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46))","","PF16715"
"pdam_00006473",2948.61182723491,2.06048740077643,0.19826650687974,10.3925137594028,2.68189967037754e-25,1.44903039190498e-21,"pdam_00006473"," CRY1: Cryptochrome-1 (Sylvia borin)","K02295","PF00875, PF03441"
"pdam_00014210",1175.78801508177,1.80096086720415,0.377781631094066,4.76720072913157,1.86803175758717e-06,0.000818349371857578,"pdam_00014210"," FIBCD1: Fibrinogen C domain-containing protein 1 (Homo sapiens)","","PF00147"
"pdam_00015600",106.028113475831,1.60605947304101,0.377022561469442,4.25984977339661,2.04564347308215e-05,0.00534803791212719,"pdam_00015600"," unknown function","",""
"pdam_00005388",155.352251152727,1.55542333945757,0.251934420621904,6.1739215134557,6.66166203219177e-10,8.30606768306126e-07,"pdam_00005388"," Lonrf3: LON peptidase N-terminal domain and RING finger protein 3 (Mus musculus)","","PF02190, PF13445, PF13923"
"pdam_00017476",160.862236945499,1.53843392281254,0.409236657351097,3.75927692492285,0.000170405139515967,0.0273474941229139,"pdam_00017476"," unknown function","",""
"pdam_00013941",614.785116567801,1.52397400812218,0.279023735632186,5.46180777298141,4.71310270526044e-08,3.6378419880746e-05,"pdam_00013941"," Matn2: Matrilin-2 (Mus musculus)","","PF00084, PF07645, PF12662, PF13927"
"pdam_00025131",287.649207470293,1.5147309934334,0.367001034123029,4.12732077731864,3.67014268263997e-05,0.00826240871429324,"pdam_00025131"," unknown function","",""
"pdam_00022364",123.873511272781,1.48166135455053,0.35013853786316,4.2316431764206,2.31990243577309e-05,0.00596877755261049,"pdam_00022364"," Gnmt: Glycine N-methyltransferase (Rattus norvegicus)","K00552","PF13649"
"pdam_00018888",174.412710625352,1.4775299715023,0.209980555400674,7.03650854091206,1.97116574679829e-12,3.19506255898535e-09,"pdam_00018888"," Tef: Thyrotroph embryonic factor (Mus musculus)","","PF07716"
"pdam_00016284",117.315806858222,1.43327816634945,0.352599232181268,4.0648930443859,4.80544936946327e-05,0.0102488853723198,"pdam_00016284"," unknown function","",""
"pdam_00019490",51.8316297606856,1.3950991172754,0.341358701402017,4.08690070458289,4.37174111532233e-05,0.00944820689843463,"pdam_00019490"," unknown function","",""
"pdam_00002052",124.095155726333,1.38107454779868,0.320141635680527,4.31394855862133,1.60364275943826e-05,0.00440566872673471,"pdam_00002052"," BBta_2883: UPF0317 protein BBta_2883 (Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182))","","PF07286"
"pdam_00001557",208.586236010264,1.36223222417109,0.344676320506238,3.9522071669163,7.7433657883145e-05,0.0151219537425048,"pdam_00001557"," unknown function","",""
"pdam_00008024",34.8261453198576,1.3591575386207,0.383071424210054,3.54805253726109,0.000388090801720512,0.049699056993501,"pdam_00008024"," unknown function","",""
"pdam_00009903",120.233394222098,1.29398623662596,0.313285971156757,4.13036763774685,3.62183576527099e-05,0.00826240871429324,"pdam_00009903"," unknown function","",""
"pdam_00011625",61.5266108570088,1.27477886694206,0.291639722470624,4.37107420121915,1.23636764470134e-05,0.00371116354684518,"pdam_00011625"," unknown function","","PF04494"
"pdam_00006876",508.153500523447,1.26929168666983,0.251712047281026,5.04263383648349,4.59167384442246e-07,0.000275653486460162,"pdam_00006876"," unknown function","","PF13462"
